Time	Right_Forefoot_y_baseline X
18.320000	0.00492412	
18.340000	0.01207577	
18.359999	0.01398097	
18.379999	0.00978041	
18.400000	0.00167799	
18.420000	-0.00509548	
18.440001	-0.00811830	
18.459999	-0.00856411	
18.480000	-0.00885043	
18.500000	-0.00641344	
18.520000	-0.00334695	
18.539999	0.00002618	
18.559999	-0.00089818	
18.580000	-0.00384845	
18.600000	-0.00658292	
18.619999	-0.00537509	
18.639999	0.00006743	
18.660000	0.00782907	
18.680000	0.01341444	
18.699999	0.01426971	
18.719999	0.00784208	
18.740000	-0.00074944	
18.760000	-0.00716387	
18.779999	-0.00928202	
18.799999	-0.00944377	
18.820000	-0.00817093	
18.840000	-0.00497092	
18.859999	0.00257979	
18.879999	0.01026687	
18.900000	0.01621231	
18.920000	0.01734962	
18.939999	0.01336852	
18.959999	0.00583872	
18.980000	-0.00308828	
19.000000	-0.00846902	
19.020000	-0.00979348	
19.039999	-0.00924687	
19.059999	-0.00506195	
19.080000	0.00114703	
19.100000	0.00871909	
19.119999	0.01171853	
19.139999	0.00880708	
19.160000	0.00278077	
19.180000	-0.00291453	
19.199999	-0.00526415	
19.219999	-0.00453690	
19.240000	-0.00124322	
19.260000	0.00358199	
19.279999	0.00708210	
19.299999	0.00615044	
19.320000	0.00137725	
19.340000	-0.00411403	
19.359999	-0.00712810	
19.379999	-0.00738271	
19.400000	-0.00690702	
19.420000	-0.00429447	
19.439999	-0.00141349	
19.459999	0.00126916	
19.480000	0.00070304	
19.500000	-0.00228930	
19.520000	-0.00488415	
19.539999	-0.00178881	
19.559999	0.00611793	
19.580000	0.01405899	
19.600000	0.01722729	
19.619999	0.01452351	
19.639999	0.00982349	
19.660000	0.00306280	
19.680000	-0.00089228	
19.699999	-0.00043163	
19.719999	0.00251986	
19.740000	0.00626606	
19.760000	0.00740418	
19.779999	0.00550914	
19.799999	0.00033017	
19.820000	-0.00492398	
19.840000	-0.00737093	
19.859999	-0.00533648	
19.879999	-0.00087929	
19.900000	0.00601652	
19.920000	0.01127881	
19.939999	0.01322526	
19.959999	0.01070701	
19.980000	0.00501291	
20.000000	-0.00184001	
20.020000	-0.00875492	
