Time	Right_paced_y_velocity X
44.759998	0.44258633	
44.779999	0.40020293	
44.799999	0.19601153	
44.820000	-0.09311384	
44.840000	-0.33939394	
44.860001	-0.44936898	
44.879997	-0.40900782	
44.899998	-0.24741381	
44.919998	-0.02424275	
44.939999	0.18171406	
44.959999	0.31907943	
44.980000	0.35646874	
45.000000	0.25540662	
45.020000	0.04553656	
45.039997	-0.17779829	
45.059998	-0.32708669	
45.079998	-0.36411008	
45.099998	-0.27509582	
45.119999	-0.08733952	
45.139999	0.11622119	
45.160000	0.27347624	
45.180000	0.37665537	
45.200001	0.40683967	
45.219997	0.27902600	
45.239998	0.02639442	
45.259998	-0.23274399	
45.279999	-0.39294055	
45.299999	-0.41874507	
45.320000	-0.31755996	
45.340000	-0.12397345	
45.360001	0.09275684	
45.379997	0.28008708	
45.399998	0.41870198	
45.419998	0.48382249	
45.439999	0.39250901	
45.459999	0.13874777	
45.480000	-0.17818156	
45.500000	-0.42027083	
45.520000	-0.50343823	
45.539997	-0.43093818	
45.559998	-0.25033599	
45.579998	-0.03058127	
45.599998	0.17177339	
45.619999	0.33510005	
45.639999	0.46229425	
45.660000	0.51246589	
45.680000	0.40639296	
45.700001	0.12965110	
45.719997	-0.20471561	
45.739998	-0.44800863	
45.759998	-0.53157449	
45.779999	-0.46776316	
45.799999	-0.28226319	
45.820000	-0.02772323	
45.840000	0.21761188	
45.860001	0.40239701	
45.879997	0.50686085	
45.899998	0.48363239	
45.919998	0.26676458	
45.939999	-0.06756444	
45.959999	-0.36839134	
45.980000	-0.51732570	
46.000000	-0.50067252	
46.020000	-0.34819531	
46.039997	-0.11377287	
46.059998	0.11899845	
46.079998	0.29409844	
46.099998	0.38780206	
46.119999	0.36356199	
46.139999	0.18892251	
46.160000	-0.06271245	
46.180000	-0.28464943	
46.200001	-0.40024310	
46.219997	-0.37664026	
46.239998	-0.22840714	
46.259998	-0.01899382	
46.279999	0.18271300	
46.299999	0.33054760	
46.320000	0.39640713	
46.340000	0.31982255	
46.360001	0.11368768	
46.379997	-0.13433310	
46.399998	-0.32409248	
46.419998	-0.39100966	
46.439999	-0.32018474	
46.459999	-0.15093355	
46.480000	0.04233126	
46.500000	0.21878335	
46.520000	0.36143535	
46.539997	0.45681378	
46.559998	0.42341906	
46.579998	0.21720512	
46.599998	-0.08684226	
46.619999	-0.35167482	
46.639999	-0.47793335	
46.660000	-0.45159364	
46.680000	-0.29058614	
46.700001	-0.05324319	
46.719997	0.17623900	
46.739998	0.33554199	
46.759998	0.41222027	
46.779999	0.37028557	
46.799999	0.17821093	
46.820000	-0.08883522	
46.840000	-0.31332839	
46.860001	-0.41388604	
46.879997	-0.38091892	
46.899998	-0.23449568	
46.919998	-0.02209599	
46.939999	0.18155456	
46.959999	0.31647944	
46.980000	0.35462984	
47.000000	0.25788319	
47.020000	0.05205439	
47.039997	-0.17204563	
47.059998	-0.32221973	
47.079998	-0.35518116	
47.099998	-0.25596434	
47.119999	-0.05295299	
47.139999	0.17586821	
47.160000	0.35204896	
47.180000	0.44642580	
47.200001	0.43453506	
47.219997	0.24994403	
47.239998	-0.04736016	
47.259998	-0.32157210	
47.279999	-0.46279860	
47.299999	-0.45230430	
47.320000	-0.31653923	
47.340000	-0.10542077	
47.360001	0.10978091	
47.379997	0.29006490	
47.399998	0.42945278	
47.419998	0.51025009	
47.439999	0.44573659	
47.459999	0.19520526	
47.480000	-0.14567885	
47.500000	-0.42203218	
47.520000	-0.53332251	
47.539997	-0.48445484	
47.559998	-0.31572759	
47.579998	-0.09310329	
47.599998	0.11814623	
47.619999	0.29445991	
47.639999	0.43839031	
47.660000	0.51515526	
47.680000	0.42790255	
47.700001	0.16378319	
47.719997	-0.17109549	
47.739998	-0.43095466	
47.759998	-0.52960604	
47.779999	-0.46519619	
47.799999	-0.26865450	
47.820000	-0.00898552	
47.840000	0.23575453	
47.860001	0.41375002	
47.879997	0.50040787	
47.899998	0.43822980	
47.919998	0.19597800	
47.939999	-0.13205366	
47.959999	-0.40167618	
47.980000	-0.51343209	
48.000000	-0.45963863	
48.020000	-0.28755590	
48.039997	-0.06724742	
48.059998	0.14698195	
48.079998	0.32713699	
48.099998	0.46307674	
48.119999	0.50721407	
48.139999	0.37554953	
48.160000	0.08337743	
48.180000	-0.24456261	
48.200001	-0.46557939	
48.219997	-0.51697707	
48.239998	-0.41283366	
48.259998	-0.20115300	
48.279999	0.03989747	
48.299999	0.24979311	
48.320000	0.41051927	
48.340000	0.50900942	
48.360001	0.45769832	
48.379997	0.21673916	
48.399998	-0.11563073	
48.419998	-0.39253366	
48.439999	-0.52171367	
48.459999	-0.48813882	
48.480000	-0.32016113	
48.500000	-0.09831720	
48.520000	0.09911888	
48.539997	0.25251362	
48.559998	0.37915972	
48.579998	0.44518790	
48.599998	0.35524514	
48.619999	0.11296802	
48.639999	-0.17638946	
48.660000	-0.38866869	
48.680000	-0.46059513	
48.700001	-0.39194423	
48.719997	-0.21231017	
48.739998	0.01648887	
48.759998	0.23267391	
48.779999	0.39195633	
48.799999	0.45479244	
48.820000	0.34526089	
48.840000	0.09493129	
48.860001	-0.18663082	
48.879997	-0.38952595	
48.899998	-0.44878331	
48.919998	-0.35288033	
48.939999	-0.16968337	
48.959999	0.00660872	
48.980000	0.14065412	
49.000000	0.25082207	
49.020000	0.34176311	
49.039997	0.33026016	
49.059998	0.18473278	
49.079998	-0.03991840	
49.099998	-0.24171206	
49.119999	-0.34923840	
49.139999	-0.33694828	
49.160000	-0.21958126	
49.180000	-0.03932328	
49.200001	0.15596431	
49.219997	0.32114214	
49.239998	0.42363203	
49.259998	0.39636043	
49.279999	0.21057120	
49.299999	-0.06301977	
49.320000	-0.30917835	
49.340000	-0.43282905	
49.360001	-0.40284875	
49.379997	-0.25042969	
49.399998	-0.03662449	
49.419998	0.17294864	
49.439999	0.32505766	
49.459999	0.38563016	
49.480000	0.29968277	
49.500000	0.08973339	
49.520000	-0.14976947	
49.539997	-0.32077786	
49.559998	-0.37461567	
49.579998	-0.29771701	
49.599998	-0.12548740	
49.619999	0.06869315	
49.639999	0.22986701	
49.660000	0.34305590	
49.680000	0.37884787	
49.700001	0.26261270	
49.719997	0.03187096	
49.739998	-0.20748889	
49.759998	-0.36470845	
49.779999	-0.39316002	
49.799999	-0.29043382	
49.820000	-0.10675312	
49.840000	0.08648736	
49.860001	0.25038528	
49.879997	0.36480114	
49.899998	0.38025975	
49.919998	0.24138443	
49.939999	0.00419250	
49.959999	-0.22995128	
49.980000	-0.37249771	
50.000000	-0.37387905	
50.020000	-0.24277589	
50.039997	-0.04021238	
50.059998	0.15460408	
50.079998	0.29858974	
50.099998	0.37009466	
50.119999	0.32376614	
50.139999	0.14486326	
50.160000	-0.08924364	
50.180000	-0.28017849	
50.200001	-0.36632609	
50.219997	-0.31740430	
50.239998	-0.14143394	
50.259998	0.07979681	
50.279999	0.24961410	
50.299999	0.32384372	
50.320000	0.28762782	
50.340000	0.13446839	
50.360001	-0.08056614	
50.379997	-0.26069584	
50.399998	-0.34634936	
50.419998	-0.32026309	
50.439999	-0.20228033	
50.459999	-0.03964800	
50.480000	0.12735558	
50.500000	0.28184405	
50.520000	0.40577623	
50.539997	0.43133998	
50.559998	0.28915220	
50.579998	0.02818386	
50.599998	-0.23939210	
50.619999	-0.40692627	
50.639999	-0.42612940	
50.660000	-0.30590037	
50.680000	-0.09922617	
50.700001	0.10604326	
50.719997	0.25829625	
50.739998	0.35380620	
50.759998	0.36329818	
50.779999	0.22058415	
50.799999	-0.02044569	
50.820000	-0.24420671	
50.840000	-0.37043887	
50.860001	-0.37337720	
50.879997	-0.26004541	
50.899998	-0.09818787	
50.919998	0.02673174	
50.939999	0.09404311	
50.959999	0.14633891	
50.980000	0.17662941	
51.000000	0.13242868	
51.020000	0.03306393	
51.039997	-0.07522321	
51.059998	-0.15345030	
51.079998	-0.17521474	
51.099998	-0.11540107	
51.119999	0.01283753	
51.139999	0.15095504	
51.160000	0.23322506	
51.180000	0.22099017	
51.199997	0.12104481	
51.219997	-0.02797381	
51.239998	-0.16651458	
51.259998	-0.24512736	
51.279999	-0.23003621	
51.299999	-0.12548238	
51.320000	0.02228797	
51.340000	0.14160152	
51.360001	0.20399743	
51.379997	0.22136076	
51.399998	0.17110339	
51.419998	0.04963842	
51.439999	-0.09774270	
51.459999	-0.20364402	
51.480000	-0.23663892	
51.500000	-0.18197353	
51.520000	-0.04468708	
51.539997	0.12485809	
51.559998	0.25566596	
51.579998	0.31406656	
51.599998	0.28213462	
51.619999	0.13353603	
51.639999	-0.07656810	
51.660000	-0.25085902	
51.680000	-0.32765293	
51.699997	-0.30287829	
51.719997	-0.18209025	
51.739998	-0.00644407	
51.759998	0.15615883	
51.779999	0.24655594	
51.799999	0.26538634	
51.820000	0.20458429	
51.840000	0.06282625	
51.860001	-0.10694975	
51.879997	-0.23560843	
51.899998	-0.27969953	
51.919998	-0.22586232	
51.939999	-0.07812011	
51.959999	0.10818803	
51.980000	0.26013380	
52.000000	0.33403888	
52.020000	0.33410764	
52.039997	0.23414694	
52.059998	0.03850732	
52.079998	-0.17709048	
52.099998	-0.31906641	
52.119999	-0.35646364	
52.139999	-0.28939155	
52.160000	-0.12596816	
52.180000	0.07486322	
52.199997	0.24284400	
52.219997	0.33363974	
52.239998	0.34469855	
52.259998	0.24451405	
52.279999	0.04030427	
52.299999	-0.17941469	
52.320000	-0.32229561	
52.340000	-0.35654715	
52.360001	-0.27840537	
52.379997	-0.10576735	
52.399998	0.09519342	
52.419998	0.23677158	
52.439999	0.28576529	
52.459999	0.25260052	
52.480000	0.12254182	
52.500000	-0.06675842	
52.520000	-0.23065399	
52.539997	-0.30204549	
52.559998	-0.28445250	
52.579998	-0.17317818	
52.599998	0.01982208	
52.619999	0.23841947	
52.639999	0.41038358	
52.660000	0.50175023	
52.680000	0.47650847	
52.699997	0.27896249	
52.719997	-0.03794281	
52.739998	-0.33478361	
52.759998	-0.50107569	
52.779999	-0.50909364	
52.799999	-0.38262254	
52.820000	-0.16345537	
52.840000	0.09399103	
52.860001	0.33728915	
52.879997	0.53587788	
52.899998	0.65731382	
52.919998	0.62987667	
52.939999	0.40566763	
52.959999	0.00923338	
52.980000	-0.39669231	
53.000000	-0.64545619	
53.020000	-0.68112546	
53.039997	-0.54996735	
53.059998	-0.32083145	
53.079998	-0.05181231	
53.099998	0.18316145	
53.119999	0.36145931	
53.139999	0.47658896	
53.160000	0.50752205	
53.180000	0.35919347	
53.199997	0.05122241	
53.219997	-0.27534789	
53.239998	-0.48533231	
53.259998	-0.53364182	
53.279999	-0.43693969	
53.299999	-0.22231394	
53.320000	0.03809381	
53.340000	0.26920161	
53.360001	0.43341407	
53.379997	0.50875932	
53.399998	0.41583785	
53.419998	0.14830790	
53.439999	-0.17992960	
53.459999	-0.42658055	
53.480000	-0.51342988	
53.500000	-0.43777472	
53.520000	-0.24015757	
53.539997	0.00552721	
53.559998	0.22204994	
53.579998	0.37134808	
53.599998	0.41947100	
53.619999	0.30398855	
53.639999	0.05853292	
53.660000	-0.20820254	
53.680000	-0.38924128	
53.699997	-0.42583123	
53.719997	-0.31700003	
53.739998	-0.11987669	
53.759998	0.08203552	
53.779999	0.23310679	
53.799999	0.31452644	
53.820000	0.29777426	
53.840000	0.16335255	
53.860001	-0.03502895	
53.879997	-0.21811809	
53.899998	-0.31737623	
53.919998	-0.29664132	
53.939999	-0.17659241	
53.959999	-0.00970158	
53.980000	0.15400729	
54.000000	0.27260062	
54.020000	0.30700961	
54.039997	0.21879019	
54.059998	0.04317033	
54.079998	-0.14649177	
54.099998	-0.28185752	
54.119999	-0.31393492	
54.139999	-0.23094469	
54.160000	-0.07235243	
54.180000	0.09776548	
54.199997	0.25512534	
54.219997	0.38755333	
54.239998	0.44702259	
54.259998	0.35047379	
54.279999	0.10406526	
54.299999	-0.18689811	
54.320000	-0.40124726	
54.340000	-0.46501994	
54.360001	-0.38116634	
54.379997	-0.20452054	
54.399998	-0.01067960	
54.419998	0.15463290	
54.439999	0.28919131	
54.459999	0.39380008	
54.480000	0.42178386	
54.500000	0.30375150	
54.520000	0.05424256	
54.539997	-0.21593383	
54.559998	-0.39264888	
54.579998	-0.43361676	
54.599998	-0.35373127	
54.619999	-0.17288302	
54.639999	0.05630017	
54.660000	0.27357116	
54.680000	0.43329352	
54.699997	0.49635342	
54.719997	0.39478889	
54.739998	0.13035344	
54.759998	-0.18592383	
54.779999	-0.41903827	
54.799999	-0.49534300	
54.820000	-0.42080033	
54.840000	-0.24401417	
54.860001	-0.03726022	
54.879997	0.15568119	
54.899998	0.32486641	
54.919998	0.45204481	
54.939999	0.47237372	
54.959999	0.31232914	
54.980000	0.02029500	
55.000000	-0.27687550	
55.020000	-0.45622906	
55.039997	-0.47572187	
55.059998	-0.36164141	
55.079998	-0.16570272	
55.099998	0.03164403	
55.119999	0.17703982	
55.139999	0.25919348	
55.160000	0.25813749	
55.180000	0.14726023	
55.199997	-0.02611825	
55.219997	-0.18217209	
55.239998	-0.27025393	
55.259998	-0.26201668	
55.279999	-0.16429734	
55.299999	-0.02385098	
55.320000	0.10364237	
55.340000	0.20267098	
55.360001	0.28083444	
55.379997	0.27953741	
55.399998	0.16110149	
55.419998	-0.02365087	
55.439999	-0.19037555	
55.459999	-0.28290674	
55.480000	-0.27923816	
55.500000	-0.19192073	
55.520000	-0.05804044	
55.539997	0.07190248	
55.559998	0.17696054	
55.579998	0.25000334	
55.599998	0.23352730	
55.619999	0.11809923	
55.639999	-0.04217760	
55.660000	-0.17757973	
55.680000	-0.25122932	
55.699997	-0.23228934	
55.719997	-0.12073928	
55.739998	0.04248257	
55.759998	0.20818324	
55.779999	0.34429151	
55.799999	0.41266048	
55.820000	0.33856851	
55.840000	0.12599261	
55.860001	-0.13672411	
55.879997	-0.34210563	
55.899998	-0.41722721	
55.919998	-0.34553406	
55.939999	-0.17549941	
55.959999	0.02136962	
55.980000	0.18037301	
56.000000	0.26607054	
56.020000	0.24734466	
56.039997	0.12973982	
56.059998	-0.03551144	
56.079998	-0.18564834	
56.099998	-0.26935390	
56.119999	-0.25297028	
56.139999	-0.14075054	
56.160000	0.01573264	
56.180000	0.16879563	
56.199997	0.28405458	
56.219997	0.32314372	
56.239998	0.23278448	
56.259998	0.04399405	
56.279999	-0.15580860	
56.299999	-0.28921354	
56.320000	-0.31986094	
56.340000	-0.24198681	
56.360001	-0.08972699	
56.379997	0.07554141	
56.399998	0.21803333	
56.419998	0.32541037	
56.439999	0.37035990	
56.459999	0.27895075	
56.480000	0.06840263	
56.500000	-0.17071615	
56.520000	-0.33784750	
56.539997	-0.37958547	
56.559998	-0.29489219	
56.579998	-0.12287462	
56.599998	0.07378227	
56.619999	0.24559326	
56.639999	0.36181626	
56.660000	0.39545131	
56.680000	0.28558177	
56.699997	0.05758409	
56.719997	-0.19367385	
56.739998	-0.36407781	
56.759998	-0.40019929	
56.779999	-0.30818582	
56.799999	-0.12370958	
56.820000	0.08424971	
56.840000	0.26724240	
56.860001	0.39571041	
56.879997	0.45047683	
56.899998	0.37013897	
56.919998	0.13752978	
56.939999	-0.15741649	
56.959999	-0.38592353	
56.980000	-0.46647349	
57.000000	-0.40720209	
57.020000	-0.24702813	
57.039997	-0.03562432	
57.059998	0.17028449	
57.079998	0.32125127	
57.099998	0.38910976	
57.119999	0.33151037	
57.139999	0.14008825	
57.160000	-0.11093277	
57.180000	-0.31491244	
57.199997	-0.40059221	
57.219997	-0.35184285	
57.239998	-0.19954695	
57.259998	-0.00313980	
57.279999	0.18389317	
57.299999	0.32955533	
57.320000	0.41142097	
57.340000	0.36391583	
57.360001	0.16512300	
57.379997	-0.10549931	
57.399998	-0.32939872	
57.419998	-0.42545843	
57.439999	-0.37605709	
57.459999	-0.22506917	
57.480000	-0.04003729	
57.500000	0.12334041	
57.520000	0.25060880	
57.539997	0.34263983	
57.559998	0.35042706	
57.579998	0.22025703	
57.599998	-0.00311751	
57.619999	-0.21768960	
57.639999	-0.34521824	
57.660000	-0.35337165	
57.680000	-0.24929199	
57.699997	-0.06549679	
57.719997	0.13545714	
57.739998	0.29662427	
57.759998	0.37748104	
57.779999	0.33046043	
57.799999	0.14793693	
57.820000	-0.09426508	
57.840000	-0.29864436	
57.860001	-0.39026311	
57.879997	-0.33564878	
57.899998	-0.18274347	
57.919998	-0.00924207	
57.939999	0.13767810	
57.959999	0.25444481	
57.980000	0.33184108	
58.000000	0.30637234	
58.020000	0.15555428	
58.039997	-0.05956079	
58.059998	-0.24529169	
58.079998	-0.34346411	
58.099998	-0.32639471	
58.119999	-0.20846207	
58.139999	-0.04083146	
58.160000	0.12524384	
58.180000	0.27049601	
58.199997	0.37750220	
58.219997	0.37295735	
58.239998	0.21049483	
58.259998	-0.04221361	
58.279999	-0.27037036	
58.299999	-0.39015135	
58.320000	-0.37121695	
58.340000	-0.24107318	
58.359997	-0.06510489	
58.379997	0.08866740	
58.399998	0.20591678	
58.419998	0.29723030	
58.439999	0.33555922	
58.459999	0.24497281	
58.480000	0.04384845	
58.500000	-0.17468183	
58.520000	-0.31798929	
58.539997	-0.34678975	
58.559998	-0.26403457	
58.579998	-0.11678023	
58.599998	0.03088246	
58.619999	0.15629238	
58.639999	0.27903381	
58.660000	0.39664656	
58.680000	0.44107234	
58.699997	0.33829534	
58.719997	0.08979970	
58.739998	-0.19864990	
58.759998	-0.40097004	
58.779999	-0.45613149	
58.799999	-0.37651527	
58.820000	-0.20739341	
58.840000	-0.01960036	
58.859997	0.13352472	
58.879997	0.24359758	
58.899998	0.31321073	
58.919998	0.28148535	
58.939999	0.13227345	
58.959999	-0.07155355	
58.980000	-0.24199742	
59.000000	-0.32828319	
59.020000	-0.30465034	
59.039997	-0.18793412	
59.059998	-0.04530858	
59.079998	0.07678217	
59.099998	0.17667766	
59.119999	0.26096678	
59.139999	0.27128732	
59.160000	0.17037435	
59.180000	-0.00021209	
59.199997	-0.16653089	
59.219997	-0.26580265	
59.239998	-0.26947224	
59.259998	-0.18428594	
59.279999	-0.06588843	
59.299999	0.03172040	
59.320000	0.10729403	
59.340000	0.17588100	
59.359997	0.22518750	
59.379997	0.18956889	
59.399998	0.07152865	
59.419998	-0.07605711	
59.439999	-0.18993795	
59.459999	-0.23424286	
59.480000	-0.19806975	
59.500000	-0.09109703	
59.520000	0.05020752	
59.539997	0.18318655	
59.559998	0.25590438	
59.579998	0.22819580	
59.599998	0.10856547	
59.619999	-0.04741560	
59.639999	-0.18406342	
59.660000	-0.25692752	
59.680000	-0.22842056	
59.699997	-0.11902049	
59.719997	-0.00760996	
59.739998	0.06988697	
59.759998	0.13199605	
59.779999	0.20199844	
59.799999	0.21443272	
59.820000	0.13690616	
59.840000	0.00391795	
59.859997	-0.12332687	
59.879997	-0.20750889	
59.899998	-0.21873555	
59.919998	-0.14615867	
59.939999	-0.03446171	
59.959999	0.07272179	
59.980000	0.15623470	
60.000000	0.21429805	
60.020000	0.19119871	
60.039997	0.08754807	
60.059998	-0.04545728	
60.079998	-0.15674469	
60.099998	-0.21482076	
60.119999	-0.18884893	
60.139999	-0.09139655	
60.160000	0.02070497	
60.180000	0.12070972	
60.199997	0.20660570	
60.219997	0.27232185	
60.239998	0.23658010	
60.259998	0.10092484	
60.279999	-0.07260594	
60.299999	-0.21018167	
60.320000	-0.27948010	
60.340000	-0.25262207	
60.359997	-0.14464098	
60.379997	-0.00813547	
60.399998	0.12538429	
60.419998	0.24585421	
60.439999	0.34041914	
60.459999	0.32915726	
60.480000	0.18276130	
60.500000	-0.04298307	
60.520000	-0.24990244	
60.539997	-0.35791942	
60.559998	-0.33564845	
60.579998	-0.21624538	
60.599998	-0.05791992	
60.619999	0.08548719	
60.639999	0.19930257	
60.660000	0.28724280	
60.680000	0.31855518	
60.699997	0.22798346	
60.719997	0.03771551	
60.739998	-0.16413803	
60.759998	-0.29588789	
60.779999	-0.32286248	
60.799999	-0.24757302	
60.820000	-0.11486394	
60.840000	0.00822804	
60.859997	0.09922083	
60.879997	0.18674979	
60.899998	0.27812123	
60.919998	0.30647412	
60.939999	0.21252723	
60.959999	0.02519258	
60.980000	-0.16908565	
61.000000	-0.29515079	
61.020000	-0.31873074	
61.039997	-0.23994698	
61.059998	-0.10219510	
61.079998	0.03836358	
61.099998	0.16506097	
61.119999	0.28221235	
61.139999	0.36569032	
61.160000	0.32974619	
61.180000	0.15852265	
61.199997	-0.07739542	
61.219997	-0.27473521	
61.239998	-0.36758947	
61.259998	-0.33365884	
61.279999	-0.20038937	
61.299999	-0.03304002	
61.320000	0.11098002	
61.340000	0.20706905	
61.359997	0.24215582	
61.379997	0.18021022	
61.399998	0.04389154	
61.419998	-0.10411698	
61.439999	-0.21133459	
61.459999	-0.24063794	
61.480000	-0.17524877	
61.500000	-0.05677216	
61.520000	0.05451445	
61.539997	0.13507587	
61.559998	0.18571347	
61.579998	0.16738182	
61.599998	0.07383100	
61.619999	-0.04748563	
61.639999	-0.14806731	
61.660000	-0.20114473	
61.680000	-0.17945902	
61.699997	-0.08445696	
61.719997	0.03595798	
61.739998	0.14120844	
61.759998	0.21897732	
61.779999	0.26202825	
61.799999	0.20343548	
61.820000	0.05836348	
61.840000	-0.10543908	
61.859997	-0.22188026	
61.879997	-0.26169464	
61.899998	-0.20143414	
61.919998	-0.05493255	
61.939999	0.10600694	
61.959999	0.21786520	
61.980000	0.27358726	
62.000000	0.27587396	
62.020000	0.17007354	
62.039997	-0.01677162	
62.059998	-0.19837373	
62.079998	-0.29396397	
62.099998	-0.28896573	
62.119999	-0.19316280	
62.139999	-0.04676355	
62.160000	0.07484981	
62.180000	0.12248160	
62.199997	0.08911376	
62.219997	0.02427082	
62.239998	-0.04323930	
62.259998	-0.08535649	
62.279999	-0.09918942	
62.299999	-0.07822989	
62.320000	-0.01576791	
62.340000	0.07129651	
62.359997	0.16294022	
62.379997	0.23271680	
62.399998	0.24815179	
62.419998	0.16196252	
62.439999	0.00269171	
62.459999	-0.15726101	
62.480000	-0.25936913	
62.500000	-0.27353671	
62.520000	-0.20209257	
62.539997	-0.08550625	
62.559998	0.01243837	
62.579998	0.06715075	
62.599998	0.09939604	
62.619999	0.12130074	
62.639999	0.10110074	
62.660000	0.03999681	
62.680000	-0.03573384	
62.699997	-0.09411588	
62.719997	-0.12005774	
62.739998	-0.10044465	
62.759998	-0.03909653	
62.779999	0.03707501	
62.799999	0.11640701	
62.820000	0.18797801	
62.840000	0.23321147	
62.859997	0.19007753	
62.879997	0.06344930	
62.899998	-0.09193659	
62.919998	-0.20793681	
62.939999	-0.24778250	
62.959999	-0.19973229	
62.980000	-0.09023730	
63.000000	0.02512422	
63.020000	0.10305440	
63.039997	0.12746610	
63.059998	0.11621579	
63.079998	0.06404206	
63.099998	-0.01201176	
63.119999	-0.08617064	
63.139999	-0.12717658	
63.160000	-0.12077430	
63.180000	-0.07146743	
63.199997	0.00868253	
63.219997	0.09617832	
63.239998	0.16205814	
63.259998	0.17395204	
63.279999	0.11714102	
63.299999	0.01255112	
63.320000	-0.09559799	
63.340000	-0.16714105	
63.359997	-0.17988960	
63.379997	-0.12626463	
63.399998	-0.03983613	
63.419998	0.02802721	
63.439999	0.04772045	
63.459999	0.03755228	
63.480000	0.01978190	
63.500000	-0.00296583	
63.520000	-0.02494739	
63.539997	-0.03701248	
63.559998	-0.03481897	
63.579998	-0.02106483	
63.599998	0.00040767	
63.619999	0.04052419	
63.639999	0.12081794	
63.660000	0.21667534	
63.680000	0.27988878	
63.699997	0.24720053	
63.719997	0.11438158	
63.739998	-0.06796479	
63.759998	-0.22462319	
63.779999	-0.29518196	
63.799999	-0.26173717	
63.820000	-0.15536739	
63.840000	-0.04323334	
63.859997	0.04602383	
63.879997	0.13564950	
63.899998	0.26057240	
63.919998	0.39445359	
63.939999	0.48004380	
63.959999	0.44265097	
63.980000	0.25407165	
64.000000	-0.03801682	
64.019997	-0.31004187	
64.040001	-0.46537435	
64.059998	-0.47064561	
64.080002	-0.31989315	
64.099998	-0.05207817	
64.119995	0.24029931	
64.139999	0.44876119	
64.159996	0.51663005	
64.180000	0.40623379	
64.199997	0.12845156	
64.220001	-0.20774359	
64.239998	-0.45736000	
64.260002	-0.53793371	
64.279999	-0.46724510	
64.299995	-0.30119494	
64.320000	-0.11071620	
64.339996	0.04930656	
64.360001	0.18832490	
64.379997	0.32678550	
64.400002	0.43550745	
64.419998	0.42750666	
64.439995	0.24477533	
64.459999	-0.04432405	
64.479996	-0.30807865	
64.500000	-0.44434783	
64.519997	-0.43509516	
64.540001	-0.30516264	
64.559998	-0.11380441	
64.580002	0.06632572	
64.599998	0.21710846	
64.619995	0.34200138	
64.639999	0.42668116	
64.659996	0.38592973	
64.680000	0.18658997	
64.699997	-0.09357186	
64.720001	-0.33126423	
64.739998	-0.43677133	
64.760002	-0.40353295	
64.779999	-0.26976573	
64.799995	-0.09899489	
64.820000	0.05920415	
64.839996	0.20225929	
64.860001	0.33653322	
64.879997	0.41008714	
64.900002	0.32523263	
64.919998	0.10392966	
64.939995	-0.15297675	
64.959999	-0.34435961	
64.979996	-0.40979284	
65.000000	-0.33127716	
65.019997	-0.15915465	
65.040001	0.00689017	
65.059998	0.12403622	
65.080002	0.21013106	
65.099998	0.28028125	
65.119995	0.27000347	
65.139999	0.14915764	
65.159996	-0.03542092	
65.180000	-0.20082293	
65.199997	-0.29160333	
65.220001	-0.28862217	
65.239998	-0.19710547	
65.260002	-0.04797979	
65.279999	0.11801181	
65.299995	0.26157123	
65.320000	0.35276580	
65.339996	0.33092636	
65.360001	0.17389165	
65.379997	-0.05337246	
65.400002	-0.25517446	
65.419998	-0.35739595	
65.439995	-0.33210391	
65.459999	-0.20300551	
65.479996	-0.02924935	
65.500000	0.13708131	
65.519997	0.26950473	
65.540001	0.35653707	
65.559998	0.34426010	
65.580002	0.19431199	
65.599998	-0.03860244	
65.619995	-0.25103983	
65.639999	-0.36269033	
65.659996	-0.34838635	
65.680000	-0.23096654	
65.699997	-0.06653179	
65.720001	0.09589998	
65.739998	0.24164926	
65.760002	0.37082815	
65.779999	0.44330662	
65.799995	0.38786879	
65.820000	0.17577347	
65.839996	-0.11511111	
65.860001	-0.35538325	
65.879997	-0.45670369	
65.900002	-0.41624728	
65.919998	-0.26588649	
65.939995	-0.05211493	
65.959999	0.16732638	
65.979996	0.35141265	
66.000000	0.48502684	
66.019997	0.53275907	
66.040001	0.40229103	
66.059998	0.09905319	
66.080002	-0.24602689	
66.099998	-0.48122221	
66.119995	-0.55038214	
66.139999	-0.46638051	
66.159996	-0.27836189	
66.180000	-0.08204167	
66.199997	0.06198173	
66.220001	0.17497352	
66.239998	0.30426633	
66.260002	0.41742066	
66.279999	0.43363401	
66.299995	0.28057086	
66.320000	0.00289480	
66.339996	-0.27019754	
66.360001	-0.43205434	
66.379997	-0.45419267	
66.400002	-0.34884053	
66.419998	-0.15693393	
66.439995	0.04721561	
66.459999	0.21942088	
66.479996	0.35870364	
66.500000	0.46103743	
66.519997	0.44898784	
66.540001	0.27325130	
66.559998	-0.02020597	
66.580002	-0.30181235	
66.599998	-0.46235347	
66.619995	-0.47307676	
66.639999	-0.35786104	
66.659996	-0.16531317	
66.680000	0.04095446	
66.699997	0.22033213	
66.720001	0.36716780	
66.739998	0.46462438	
66.760002	0.44574982	
66.779999	0.25220782	
66.799995	-0.05138067	
66.820000	-0.32795358	
66.839996	-0.47338763	
66.860001	-0.47209552	
66.879997	-0.34526554	
66.900002	-0.16330014	
66.919998	-0.00272673	
66.939995	0.10554817	
66.959999	0.20317943	
66.979996	0.30522439	
67.000000	0.36253530	
67.019997	0.31461206	
67.040001	0.13400161	
67.059998	-0.10929780	
67.080002	-0.30289331	
67.099998	-0.37835914	
67.119995	-0.34384546	
