Time	Paced_left_y_baseline X
44.559998	-0.00770852	
44.579998	-0.01199116	
44.599998	-0.01117499	
44.619999	-0.00818992	
44.639999	-0.00560874	
44.660000	-0.00057955	
44.680000	0.00384633	
44.700001	0.01072545	
44.719997	0.01615129	
44.739998	0.02032346	
44.759998	0.02007292	
44.779999	0.01363803	
44.799999	0.00233337	
44.820000	-0.00770921	
44.840000	-0.01248348	
44.860001	-0.01111445	
44.879997	-0.00962217	
44.899998	-0.00574242	
44.919998	-0.00146635	
44.939999	0.00550827	
44.959999	0.01025750	
44.980000	0.01367605	
45.000000	0.01373489	
45.020000	0.00849098	
45.039997	-0.00057299	
45.059998	-0.00906730	
45.079998	-0.01253022	
45.099998	-0.01162897	
45.119999	-0.01062095	
45.139999	-0.00818925	
45.160000	-0.00572039	
45.180000	-0.00062495	
45.200001	0.00305724	
45.219997	0.00611024	
45.239998	0.00509094	
45.259998	-0.00092392	
45.279999	-0.00738502	
45.299999	-0.01200427	
45.320000	-0.01160829	
45.340000	-0.00837387	
45.360001	-0.00424442	
45.379997	0.00195085	
45.399998	0.00546557	
45.419998	0.00844239	
45.439999	0.00935474	
45.459999	0.00717071	
45.480000	-0.00015078	
45.500000	-0.00802530	
45.520000	-0.01297076	
45.539997	-0.01226221	
45.559998	-0.01098700	
45.579998	-0.00705713	
45.599998	-0.00382927	
45.619999	0.00182188	
45.639999	0.00498971	
45.660000	0.00905931	
45.680000	0.01070359	
45.700001	0.00857489	
45.719997	0.00025277	
45.739998	-0.00801472	
45.759998	-0.01268828	
45.779999	-0.01131909	
45.799999	-0.00998974	
45.820000	-0.00550483	
45.840000	-0.00171319	
45.860001	0.00409384	
45.879997	0.00752433	
45.899998	0.01203816	
45.919998	0.01451020	
45.939999	0.01330075	
45.959999	0.00531305	
45.980000	-0.00485529	
46.000000	-0.01212113	
46.020000	-0.01308039	
46.039997	-0.01185462	
46.059998	-0.00977065	
46.079998	-0.00891076	
46.099998	-0.00678810	
46.119999	-0.00450268	
46.139999	0.00061090	
46.160000	0.00459324	
46.180000	0.00770524	
46.200001	0.00519468	
46.219997	-0.00183155	
46.239998	-0.00897667	
46.259998	-0.01289426	
46.279999	-0.01244211	
46.299999	-0.01132733	
46.320000	-0.01066417	
46.340000	-0.00703058	
46.360001	-0.00378539	
46.379997	0.00159456	
46.399998	0.00399077	
46.419998	0.00601102	
46.439999	0.00528027	
46.459999	-0.00018610	
46.480000	-0.00604525	
46.500000	-0.01172398	
46.520000	-0.01266406	
46.539997	-0.01226826	
46.559998	-0.01133254	
46.579998	-0.00806768	
46.599998	-0.00547910	
46.619999	-0.00011934	
46.639999	0.00291179	
46.660000	0.00531255	
46.680000	0.00458701	
46.700001	-0.00076905	
46.719997	-0.00636590	
46.739998	-0.01207978	
46.759998	-0.01316665	
46.779999	-0.01251543	
46.799999	-0.01150136	
46.820000	-0.00898255	
46.840000	-0.00744621	
46.860001	-0.00279434	
46.879997	0.00052297	
46.899998	0.00435379	
46.919998	0.00506353	
46.939999	0.00301620	
46.959999	-0.00297846	
46.980000	-0.00962637	
47.000000	-0.01369479	
47.020000	-0.01311100	
47.039997	-0.01186976	
47.059998	-0.00993392	
47.079998	-0.00923964	
47.099998	-0.00591005	
47.119999	-0.00144482	
47.139999	0.00461577	
47.160000	0.00803632	
47.180000	0.00791542	
47.200001	0.00337654	
47.219997	-0.00426863	
47.239998	-0.01019470	
47.259998	-0.01275688	
47.279999	-0.01221900	
47.299999	-0.01094362	
47.320000	-0.01021908	
47.340000	-0.00607434	
47.360001	-0.00185005	
47.379997	0.00456129	
47.399998	0.00755896	
47.419998	0.01022203	
47.439999	0.00852764	
47.459999	0.00184458	
47.480000	-0.00560084	
47.500000	-0.01133943	
47.520000	-0.01210466	
47.539997	-0.01175037	
47.559998	-0.01093975	
47.579998	-0.00777091	
47.599998	-0.00481208	
47.619999	0.00058569	
47.639999	0.00377706	
47.660000	0.00694607	
47.680000	0.00766623	
47.700001	0.00492346	
47.719997	-0.00198457	
47.739998	-0.00896288	
47.759998	-0.01261397	
47.779999	-0.01199166	
47.799999	-0.01129436	
47.820000	-0.00896928	
47.840000	-0.00711666	
47.860001	-0.00400464	
47.879997	-0.00252061	
47.899998	-0.00257307	
47.919998	-0.00578547	
47.939999	-0.00957863	
47.959999	-0.01208700	
47.980000	-0.01213945	
48.000000	-0.01161149	
48.020000	-0.01090327	
48.039997	-0.01075025	
48.059998	-0.00891362	
48.079998	-0.00574426	
48.099998	-0.00009294	
48.119999	0.00534265	
48.139999	0.01052199	
48.160000	0.01232147	
48.180000	0.00899474	
48.200001	0.00030556	
48.219997	-0.00800446	
48.239998	-0.01265550	
48.259998	-0.01181057	
48.279999	-0.01043247	
48.299999	-0.00709648	
48.320000	-0.00391082	
48.340000	0.00150611	
48.360001	0.00501914	
48.379997	0.00796856	
48.399998	0.00854193	
48.419998	0.00519721	
48.439999	-0.00199869	
48.459999	-0.00947741	
48.480000	-0.01313521	
48.500000	-0.01254049	
48.520000	-0.01152641	
48.539997	-0.00832881	
48.559998	-0.00617674	
48.579998	-0.00258030	
48.599998	-0.00109391	
48.619999	-0.00081058	
48.639999	-0.00440718	
48.660000	-0.00902611	
48.680000	-0.01248650	
48.700001	-0.01277505	
48.719997	-0.01207691	
48.739998	-0.01075833	
48.759998	-0.01017301	
48.779999	-0.00748153	
48.799999	-0.00525513	
48.820000	-0.00050859	
48.840000	0.00213732	
48.860001	0.00366659	
48.879997	0.00020199	
48.899998	-0.00600994	
48.919998	-0.01123384	
48.939999	-0.01335414	
48.959999	-0.01272713	
48.980000	-0.01159905	
49.000000	-0.01111546	
49.020000	-0.00886720	
49.039997	-0.00697744	
49.059998	-0.00209419	
49.079998	0.00119941	
49.099998	0.00397396	
49.119999	0.00353947	
49.139999	-0.00156806	
49.160000	-0.00641650	
49.180000	-0.01167488	
49.200001	-0.01245926	
49.219997	-0.01222320	
49.239998	-0.01136145	
49.259998	-0.00821868	
49.279999	-0.00596201	
49.299999	-0.00147139	
49.320000	0.00076257	
49.340000	0.00277022	
49.360001	0.00180608	
49.379997	-0.00350106	
49.399998	-0.00861046	
49.419998	-0.01251039	
49.439999	-0.01207253	
49.459999	-0.01026735	
49.480000	-0.00889865	
49.500000	-0.00512953	
49.520000	-0.00268102	
49.539997	0.00015037	
49.559998	0.00058636	
49.579998	-0.00170864	
49.599998	-0.00586718	
49.619999	-0.01056597	
49.639999	-0.01257764	
49.660000	-0.01211138	
49.680000	-0.01109494	
49.700001	-0.00803086	
49.719997	-0.00593191	
49.739998	-0.00218683	
49.759998	-0.00046369	
49.779999	0.00098823	
49.799999	-0.00098680	
49.820000	-0.00570290	
49.840000	-0.01024196	
49.860001	-0.01283373	
49.879997	-0.01268424	
49.899998	-0.01003699	
49.919998	-0.00751096	
49.939999	-0.00275584	
49.959999	0.00097242	
49.980000	0.00555518	
50.000000	0.00786094	
50.020000	0.00605659	
50.039997	-0.00070667	
50.059998	-0.00799370	
50.079998	-0.01261480	
50.099998	-0.01220284	
50.119999	-0.01121920	
50.139999	-0.00857431	
50.160000	-0.00644290	
50.180000	-0.00143071	
50.200001	0.00192007	
50.219997	0.00538503	
50.239998	0.00596899	
50.259998	0.00476609	
50.279999	-0.00129989	
50.299999	-0.00796242	
50.320000	-0.01285996	
50.340000	-0.01270880	
50.360001	-0.01196122	
50.379997	-0.00999260	
50.399998	-0.00796041	
50.419998	-0.00332737	
50.439999	0.00142254	
50.459999	0.00662912	
50.480000	0.00923435	
50.500000	0.00727732	
50.520000	-0.00040922	
50.539997	-0.00868948	
50.559998	-0.01373784	
50.579998	-0.01329124	
50.599998	-0.01229887	
50.619999	-0.01119584	
50.639999	-0.01114775	
50.660000	-0.00911841	
50.680000	-0.00589879	
50.700001	0.00002997	
50.719997	0.00402524	
50.739998	0.00665551	
50.759998	0.00427999	
50.779999	-0.00261931	
50.799999	-0.00948413	
50.820000	-0.01355271	
50.840000	-0.01314059	
50.860001	-0.01193920	
50.879997	-0.01122576	
50.899998	-0.00844516	
50.919998	-0.00523075	
50.939999	0.00043167	
50.959999	0.00406997	
50.980000	0.00680198	
51.000000	0.00488681	
51.020000	-0.00209302	
51.039997	-0.00935970	
51.059998	-0.01371296	
51.079998	-0.01304694	
51.099998	-0.01156710	
51.119999	-0.01081264	
51.139999	-0.00709413	
51.160000	-0.00408216	
51.180000	0.00118595	
51.199997	0.00353527	
51.219997	0.00440457	
51.239998	0.00028673	
51.259998	-0.00640137	
51.279999	-0.01170330	
51.299999	-0.01333967	
51.320000	-0.01240580	
51.340000	-0.00992584	
51.360001	-0.00838010	
51.379997	-0.00438902	
51.399998	-0.00004014	
51.419998	0.00713524	
51.439999	0.01186512	
51.459999	0.01371472	
51.480000	0.00865644	
51.500000	-0.00116032	
51.520000	-0.00999966	
51.539997	-0.01419233	
51.559998	-0.01362669	
51.579998	-0.01133472	
51.599998	-0.00960872	
51.619999	-0.00508800	
51.639999	-0.00070263	
51.660000	0.00447032	
51.680000	0.00684872	
51.699997	0.00548826	
51.719997	-0.00018139	
51.739998	-0.00742555	
51.759998	-0.01252165	
51.779999	-0.01243825	
51.799999	-0.01078035	
51.820000	-0.00641213	
51.840000	-0.00173907	
51.860001	0.00531995	
51.879997	0.00966883	
51.899998	0.01145418	
51.919998	0.00816411	
51.939999	-0.00012758	
51.959999	-0.00809880	
51.980000	-0.01338071	
52.000000	-0.01366100	
52.020000	-0.01077010	
52.039997	-0.00768465	
52.059998	-0.00217709	
52.079998	0.00095324	
52.099998	0.00315729	
52.119999	0.00293919	
52.139999	-0.00129652	
52.160000	-0.00543050	
52.180000	-0.01076606	
52.199997	-0.01261464	
52.219997	-0.01241067	
52.239998	-0.01100516	
52.259998	-0.00680727	
52.279999	-0.00158304	
52.299999	0.00550675	
52.320000	0.00964496	
52.340000	0.00897372	
52.360001	0.00258896	
52.379997	-0.00573535	
52.399998	-0.01169910	
52.419998	-0.01347654	
52.439999	-0.01296370	
52.459999	-0.01025490	
52.480000	-0.00745630	
52.500000	-0.00156757	
52.520000	0.00244907	
52.539997	0.00532079	
52.559998	0.00492330	
52.579998	0.00096889	
52.599998	-0.00388509	
52.619999	-0.01012930	
52.639999	-0.01266289	
52.660000	-0.01228373	
52.680000	-0.01068501	
52.699997	-0.00770819	
52.719997	-0.00572510	
52.739998	-0.00052708	
52.759998	0.00321613	
52.779999	0.00796722	
52.799999	0.00806305	
52.820000	0.00254422	
52.840000	-0.00581270	
52.860001	-0.01221244	
52.879997	-0.01341349	
52.899998	-0.01123081	
52.919998	-0.00939098	
52.939999	-0.00507976	
52.959999	-0.00164440	
52.980000	0.00305270	
53.000000	0.00527169	
53.020000	0.00361833	
53.039997	-0.00196539	
53.059998	-0.00866711	
53.079998	-0.01232071	
53.099998	-0.01210129	
53.119999	-0.01072839	
53.139999	-0.00752306	
53.160000	-0.00360245	
53.180000	0.00215043	
53.199997	0.00591502	
53.219997	0.00566095	
53.239998	0.00051792	
53.259998	-0.00691858	
53.279999	-0.01192659	
53.299999	-0.01357339	
53.320000	-0.01274899	
53.340000	-0.01005262	
53.360001	-0.00681216	
53.379997	-0.00150047	
53.399998	0.00327347	
53.419998	0.00799848	
53.439999	0.01047423	
53.459999	0.00740881	
53.480000	0.00012615	
53.500000	-0.00799656	
53.520000	-0.01226489	
53.539997	-0.01079582	
53.559998	-0.00832309	
53.579998	-0.00312492	
53.599998	0.00177261	
53.619999	0.00876153	
53.639999	0.01304735	
53.660000	0.01405807	
53.680000	0.01036091	
53.699997	0.00214775	
53.719997	-0.00603734	
53.739998	-0.01160274	
53.759998	-0.01265197	
53.779999	-0.00965799	
53.799999	-0.00475423	
53.820000	0.00294273	
53.840000	0.00823659	
53.860001	0.01125662	
53.879997	0.01113690	
53.899998	0.00749741	
53.919998	0.00029026	
53.939999	-0.00766447	
53.959999	-0.01236764	
53.980000	-0.01114573	
54.000000	-0.00822002	
54.020000	-0.00255036	
54.039997	0.00251901	
54.059998	0.00853336	
54.079998	0.01180544	
54.099998	0.01095194	
54.119999	0.00529608	
54.139999	-0.00364582	
54.160000	-0.01008171	
54.180000	-0.01251055	
54.199997	-0.01181108	
54.219997	-0.00752693	
54.239998	-0.00183223	
54.259998	0.00625618	
54.279999	0.01101364	
54.299999	0.01316287	
54.320000	0.01279899	
54.340000	0.00831258	
54.360001	0.00008193	
54.379997	-0.00826457	
54.399998	-0.01249827	
54.419998	-0.01027995	
54.439999	-0.00627930	
54.459999	0.00113417	
54.480000	0.00815453	
54.500000	0.01551992	
54.520000	0.01913686	
54.539997	0.01829194	
54.559998	0.01131816	
54.579998	-0.00007059	
54.599998	-0.00889394	
54.619999	-0.01295008	
54.639999	-0.01243943	
54.660000	-0.00901887	
54.680000	-0.00368384	
54.699997	0.00476457	
54.719997	0.01152968	
54.739998	0.01670264	
54.759998	0.01871498	
54.779999	0.01635356	
54.799999	0.00907747	
54.820000	-0.00213253	
54.840000	-0.00999747	
54.860001	-0.01286450	
54.879997	-0.01174954	
54.899998	-0.00751618	
54.919998	-0.00131972	
54.939999	0.00859019	
54.959999	0.01648220	
54.980000	0.02138242	
55.000000	0.02222700	
55.020000	0.01574253	
55.039997	0.00440256	
55.059998	-0.00728834	
55.079998	-0.01278362	
55.099998	-0.01174718	
55.119999	-0.00985488	
55.139999	-0.00568828	
55.160000	-0.00127533	
55.180000	0.00621481	
55.199997	0.01144208	
55.219997	0.01530536	
55.239998	0.01592968	
55.259998	0.01337859	
55.279999	0.00791173	
55.299999	-0.00165652	
55.320000	-0.00820623	
55.340000	-0.00996333	
55.360001	-0.00671765	
55.379997	0.00119571	
55.399998	0.00945562	
55.419998	0.02036549	
55.439999	0.02643616	
55.459999	0.02836175	
55.480000	0.02244577	
55.500000	0.00924763	
55.520000	-0.00262453	
55.539997	-0.01073125	
55.559998	-0.01138432	
55.579998	-0.00938307	
55.599998	-0.00385819	
55.619999	0.00421053	
55.639999	0.01100373	
55.660000	0.01822737	
55.680000	0.02604842	
55.699997	0.03392328	
55.719997	0.03836867	
55.739998	0.03424343	
55.759998	0.02117628	
55.779999	0.00370963	
55.799999	-0.00832747	
55.820000	-0.01117919	
55.840000	-0.00801757	
55.860001	-0.00134881	
55.879997	0.00711052	
55.899998	0.01687498	
55.919998	0.02313213	
55.939999	0.02560587	
55.959999	0.02090187	
55.980000	0.00808911	
56.000000	-0.00604121	
56.020000	-0.01323643	
56.039997	-0.01232290	
56.059998	-0.00742352	
56.079998	-0.00285050	
56.099998	0.00519687	
56.119999	0.01155406	
56.139999	0.01712401	
56.160000	0.01924296	
56.180000	0.01787157	
56.199997	0.00968263	
56.219997	-0.00176834	
56.239998	-0.01026179	
56.259998	-0.01228844	
56.279999	-0.00964756	
56.299999	-0.00268538	
56.320000	0.00636749	
56.340000	0.01718336	
56.360001	0.02376166	
56.379997	0.02684626	
56.399998	0.02336921	
56.419998	0.01168790	
56.439999	-0.00135571	
56.459999	-0.01081952	
56.480000	-0.01216334	
56.500000	-0.00988062	
56.520000	-0.00663240	
56.539997	-0.00061789	
56.559998	0.00363751	
56.579998	0.01015006	
56.599998	0.01437148	
56.619999	0.01808915	
56.639999	0.01501918	
56.660000	0.00415118	
56.680000	-0.00646426	
56.699997	-0.01238596	
56.719997	-0.01098481	
56.739998	-0.00830863	
56.759998	-0.00563228	
56.779999	-0.00071777	
56.799999	0.00293197	
56.820000	0.00822985	
56.840000	0.01128940	
56.860001	0.01381931	
56.879997	0.01071973	
56.899998	0.00139110	
56.919998	-0.00741124	
56.939999	-0.01298085	
56.959999	-0.01232140	
56.980000	-0.00996871	
57.000000	-0.00729321	
57.020000	-0.00202896	
57.039997	0.00162011	
57.059998	0.00372528	
57.079998	0.00209276	
57.099998	-0.00365138	
57.119999	-0.00876363	
57.139999	-0.01283053	
57.160000	-0.01293378	
57.180000	-0.01237537	
57.199997	-0.01171355	
57.219997	-0.00955912	
57.239998	-0.00671396	
57.259998	-0.00130072	
57.279999	0.00261973	
57.299999	0.00370140	
57.320000	-0.00137572	
57.340000	-0.00745060	
57.360001	-0.01203924	
57.379997	-0.01208717	
57.399998	-0.01113732	
57.419998	-0.00809661	
57.439999	-0.00294298	
57.459999	0.00411519	
57.480000	0.00908267	
57.500000	0.01059076	
57.520000	0.00682686	
57.539997	-0.00117242	
57.559998	-0.00877523	
57.579998	-0.01240866	
57.599998	-0.01165672	
57.619999	-0.00759889	
57.639999	-0.00101773	
57.660000	0.00771567	
57.680000	0.01314302	
57.699997	0.01491156	
57.719997	0.01203327	
57.739998	0.00329146	
57.759998	-0.00453867	
57.779999	-0.01002437	
57.799999	-0.00964673	
57.820000	-0.00830863	
57.840000	-0.00563228	
57.860001	-0.00027992	
57.879997	0.00239643	
57.899998	0.00503579	
57.919998	0.00499846	
57.939999	0.00318217	
57.959999	-0.00290768	
57.980000	-0.00931565	
58.000000	-0.01260623	
58.020000	-0.01239908	
58.039997	-0.01187380	
58.059998	-0.01105157	
58.079998	-0.01075479	
58.099998	-0.00755417	
58.119999	-0.00301260	
58.139999	0.00274365	
58.160000	0.00559571	
58.180000	0.00290994	
58.199997	-0.00335023	
58.219997	-0.00989339	
58.239998	-0.01253696	
58.259998	-0.01141442	
58.279999	-0.01000874	
58.299999	-0.00620364	
58.320000	-0.00365877	
58.340000	-0.00032380	
58.359997	0.00061192	
58.379997	-0.00011615	
58.399998	-0.00274743	
58.419998	-0.00729439	
58.439999	-0.01032351	
58.459999	-0.01194206	
58.480000	-0.01164529	
58.500000	-0.01120155	
58.520000	-0.01105459	
58.539997	-0.00900559	
58.559998	-0.00637817	
58.579998	-0.00167704	
58.599998	0.00112207	
58.619999	0.00129038	
58.639999	-0.00376487	
58.660000	-0.00933027	
58.680000	-0.01299027	
58.699997	-0.01213996	
58.719997	-0.01077951	
58.739998	-0.00627695	
58.759998	-0.00088070	
58.779999	0.00545816	
58.799999	0.00865492	
58.820000	0.00756401	
58.840000	0.00152057	
58.859997	-0.00610881	
58.879997	-0.01170464	
58.899998	-0.01212299	
58.919998	-0.01095539	
58.939999	-0.00602575	
58.959999	-0.00043008	
58.980000	0.00745118	
59.000000	0.01157054	
59.020000	0.01352942	
59.039997	0.01133564	
59.059998	0.00261182	
59.079998	-0.00580950	
59.099998	-0.01243371	
59.119999	-0.01252805	
59.139999	-0.01113480	
59.160000	-0.00967127	
59.180000	-0.00539620	
59.199997	-0.00258434	
59.219997	0.00202718	
59.239998	0.00368054	
59.259998	0.00388534	
59.279999	-0.00198019	
59.299999	-0.00820926	
59.320000	-0.01299027	
59.340000	-0.01254435	
59.359997	-0.01158811	
59.379997	-0.00882182	
59.399998	-0.00701191	
59.419998	-0.00331055	
59.439999	-0.00141943	
59.459999	-0.00024427	
59.480000	-0.00343245	
59.500000	-0.00676356	
59.520000	-0.00771189	
59.539997	-0.00279754	
59.559998	0.00225957	
59.579998	0.00453927	
59.599998	0.00034928	
59.619999	-0.00596420	
59.639999	-0.01116692	
59.660000	-0.01249626	
59.680000	-0.01170194	
59.699997	-0.01075765	
59.719997	-0.01060800	
59.739998	-0.00803405	
59.759998	-0.00286800	
59.779999	0.00532365	
59.799999	0.01109099	
59.820000	0.01337641	
59.840000	0.00940451	
59.859997	0.00024435	
59.879997	-0.00827500	
59.899998	-0.01356213	
59.919998	-0.01301801	
59.939999	-0.01065576	
59.959999	-0.00612511	
59.980000	0.00011623	
60.000000	0.00463812	
60.020000	0.00802287	
60.039997	0.00752366	
60.059998	0.00146390	
60.079998	-0.00511339	
60.099998	-0.01016040	
60.119999	-0.00964673	
60.139999	-0.00964673	
60.160000	-0.00697038	
60.180000	-0.00161785	
60.199997	0.00632714	
60.219997	0.01301792	
60.239998	0.01685229	
60.259998	0.01502304	
60.279999	0.00638498	
60.299999	-0.00415614	
60.320000	-0.01162696	
60.340000	-0.01251796	
60.359997	-0.01132564	
60.379997	-0.00801539	
60.399998	-0.00384524	
60.419998	0.00357597	
60.439999	0.00904232	
60.459999	0.01272872	
60.480000	0.01175819	
60.500000	0.00449184	
60.520000	-0.00421482	
60.539997	-0.01136751	
60.559998	-0.01238731	
60.579998	-0.01102702	
60.599998	-0.00981487	
60.619999	-0.00577319	
60.639999	-0.00250816	
60.660000	0.00231943	
60.680000	0.00431748	
60.699997	0.00404525	
60.719997	-0.00108853	
60.739998	-0.00688076	
60.759998	-0.01083836	
60.779999	-0.01067291	
60.799999	-0.00970843	
60.820000	-0.00520654	
60.840000	0.00022821	
60.859997	0.00767364	
60.879997	0.01173010	
60.899998	0.01336262	
60.919998	0.00983547	
60.939999	0.00082681	
60.959999	-0.00754794	
60.980000	-0.01197602	
61.000000	-0.01107141	
61.020000	-0.00857380	
61.039997	-0.00496189	
61.059998	0.00190327	
61.079998	0.00774997	
61.099998	0.01311696	
61.119999	0.01523037	
61.139999	0.01272199	
61.160000	0.00338747	
61.180000	-0.00652176	
61.199997	-0.01237839	
61.219997	-0.01142821	
61.239998	-0.00987102	
61.259998	-0.00442585	
61.279999	0.00210419	
61.299999	0.01164183	
61.320000	0.01778750	
61.340000	0.02178445	
61.359997	0.02012941	
61.379997	0.01093663	
61.399998	-0.00108971	
61.419998	-0.01041532	
61.439999	-0.01267062	
61.459999	-0.01032686	
61.480000	-0.00559479	
61.500000	0.00292961	
61.520000	0.00976837	
61.539997	0.01534134	
61.559998	0.01712233	
61.579998	0.01626579	
61.599998	0.01055193	
61.619999	-0.00005932	
61.639999	-0.00860272	
61.660000	-0.01252618	
61.680000	-0.01154658	
61.699997	-0.00730228	
61.719997	-0.00169535	
61.739998	0.00724386	
61.759998	0.01460184	
61.779999	0.02094020	
61.799999	0.02362798	
61.820000	0.01884529	
61.840000	0.00646064	
61.859997	-0.00619692	
61.879997	-0.01306778	
61.899998	-0.01211071	
61.919998	-0.01056781	
61.939999	-0.00673799	
61.959999	-0.00283185	
61.980000	0.00449184	
62.000000	0.01072578	
62.020000	0.01630783	
62.039997	0.01847236	
62.059998	0.01389362	
62.079998	0.00313610	
62.099998	-0.00784388	
62.119999	-0.01332319	
62.139999	-0.01258555	
62.160000	-0.01161620	
62.180000	-0.00935534	
62.199997	-0.00523680	
62.219997	0.00209260	
62.239998	0.01067500	
62.259998	0.01779473	
62.279999	0.02169450	
62.299999	0.01824284	
62.320000	0.00656389	
62.340000	-0.00580665	
62.359997	-0.01334119	
62.379997	-0.01289594	
62.399998	-0.01180889	
62.419998	-0.01018025	
62.439999	-0.00966522	
62.459999	-0.00630721	
62.480000	-0.00153512	
62.500000	0.00481720	
62.520000	0.00837547	
62.539997	0.00835697	
62.559998	0.00246082	
62.579998	-0.00534745	
62.599998	-0.01156475	
62.619999	-0.01292436	
62.639999	-0.01237856	
62.660000	-0.01109394	
62.680000	-0.01039463	
62.699997	-0.00739242	
62.719997	-0.00349988	
62.739998	0.00338730	
62.759998	0.00800219	
62.779999	0.00948842	
62.799999	0.00311255	
62.820000	-0.00522757	
62.840000	-0.01206648	
62.859997	-0.01312780	
62.879997	-0.01225330	
62.899998	-0.01044558	
62.919998	-0.00951388	
62.939999	-0.00677045	
62.959999	-0.00314610	
62.980000	0.00331399	
63.000000	0.00834906	
63.020000	0.01141417	
63.039997	0.00843701	
63.059998	-0.00006150	
63.079998	-0.00840566	
63.099998	-0.01299430	
63.119999	-0.01245019	
63.139999	-0.01045465	
63.160000	-0.00902392	
63.180000	-0.00450723	
63.199997	-0.00027084	
63.219997	0.00575495	
63.239998	0.00870217	
63.259998	0.00874269	
63.279999	0.00234380	
63.299999	-0.00593646	
63.320000	-0.01243539	
63.340000	-0.01322836	
63.359997	-0.01218671	
63.379997	-0.01041816	
63.399998	-0.00827248	
63.419998	-0.00278409	
63.439999	0.00445804	
63.459999	0.01224765	
63.480000	0.01674098	
63.500000	0.01650086	
63.520000	0.00805432	
63.539997	-0.00283302	
63.559998	-0.01150353	
63.579998	-0.01280010	
63.599998	-0.01164982	
63.619999	-0.00880852	
63.639999	-0.00709614	
63.660000	-0.00368266	
63.680000	-0.00192437	
63.699997	0.00072475	
63.719997	0.00166719	
63.739998	-0.00031152	
63.759998	-0.00515340	
63.779999	-0.01020950	
63.799999	-0.01234443	
63.820000	-0.01191634	
63.840000	-0.01127402	
63.859997	-0.00879557	
63.879997	-0.00690581	
63.899998	-0.00252499	
63.919998	0.00018147	
63.939999	0.00365078	
63.959999	0.00462888	
63.980000	0.00241829	
64.000000	-0.00322059	
64.019997	-0.00962637	
64.040001	-0.01300541	
64.059998	-0.01286550	
64.080002	-0.01195854	
64.099998	-0.01054159	
64.119995	-0.01003143	
64.139999	-0.00725184	
64.159996	-0.00498223	
64.180000	-0.00090356	
64.199997	0.00091356	
64.220001	0.00060587	
64.239998	-0.00430933	
64.260002	-0.00972238	
64.279999	-0.01305366	
64.299995	-0.01254049	
64.320000	-0.01152641	
64.339996	-0.00807188	
64.360001	-0.00566322	
64.379997	-0.00074299	
64.400002	0.00178002	
64.419998	0.00428015	
64.439995	0.00274432	
64.459999	-0.00323538	
64.479996	-0.00919239	
64.500000	-0.01295125	
64.519997	-0.01226623	
64.540001	-0.01058833	
64.559998	-0.00956921	
64.580002	-0.00593579	
64.599998	-0.00329474	
64.619995	0.00053945	
64.639999	0.00175934	
64.659996	0.00023158	
64.680000	-0.00471757	
64.699997	-0.01021068	
64.720001	-0.01299918	
64.739998	-0.01240967	
64.760002	-0.01125738	
64.779999	-0.00727707	
64.799995	-0.00432950	
64.820000	0.00079167	
64.839996	0.00309759	
64.860001	0.00361076	
64.879997	-0.00174765	
64.900002	-0.00799067	
64.919998	-0.01262809	
64.939995	-0.01254049	
64.959999	-0.00957863	
64.979996	-0.00309162	
65.000000	0.00507648	
65.019997	0.01207295	
65.040001	0.01554042	
65.059998	0.01240991	
65.080002	0.00326791	
65.099998	-0.00634067	
65.119995	-0.01212449	
65.139999	-0.01164444	
65.159996	-0.01063658	
65.180000	-0.00741814	
65.199997	-0.00367290	
65.220001	0.00249849	
65.239998	0.00650588	
65.260002	0.00976299	
65.279999	0.01044314	
65.299995	0.00659683	
65.320000	-0.00118251	
65.339996	-0.00905822	
65.360001	-0.01242211	
65.379997	-0.01116507	
65.400002	-0.00961529	
65.419998	-0.00580597	
65.439995	-0.00224182	
65.459999	0.00259803	
65.479996	0.00519334	
65.500000	0.00571947	
65.519997	0.00134334	
65.540001	-0.00548768	
65.559998	-0.01153599	
65.580002	-0.01311083	
65.599998	-0.01223615	
65.619995	-0.01010475	
65.639999	-0.00881374	
65.659996	-0.00479963	
65.680000	-0.00196876	
65.699997	0.00077619	
65.720001	0.00084883	
65.739998	-0.00302774	
65.760002	-0.00687958	
65.779999	-0.01109697	
65.799995	-0.01146503	
65.820000	-0.01155835	
65.839996	-0.01138248	
65.860001	-0.01078522	
65.879997	-0.01044928	
65.900002	-0.00805978	
65.919998	-0.00605735	
65.939995	-0.00451346	
65.959999	-0.00497937	
65.979996	-0.00715517	
66.000000	-0.00888216	
66.019997	-0.00963512	
66.040001	-0.00861314	
66.059998	-0.00598136	
66.080002	-0.00436397	
66.099998	-0.00572208	
66.119995	-0.00869890	
66.139999	-0.01198006	
66.159996	-0.01233216	
66.180000	-0.01148707	
66.199997	-0.01028988	
66.220001	-0.00877489	
66.239998	-0.00843036	
66.260002	-0.00927529	
66.279999	-0.01044390	
66.299995	-0.01130159	
66.320000	-0.01096952	
66.339996	-0.00848636	
66.360001	-0.00480132	
66.379997	0.00119151	
66.400002	0.00516391	
66.419998	0.00808996	
66.439995	0.00853117	
66.459999	0.00408207	
66.479996	-0.00286631	
66.500000	-0.00992601	
66.519997	-0.01222017	
66.540001	-0.01103307	
66.559998	-0.00952734	
66.580002	-0.00537974	
66.599998	-0.00079142	
66.619995	0.00535324	
66.639999	0.00890125	
66.659996	0.00946942	
